From,To,Link,Time,Count
23,24,37:87,41.34,89
23,24,87:20,52.02,87
23,24,20:130,19.08,87
23,24,130:131,11.31,87
23,24,133:130,86.00,1
23,26,137:133,81.86,93
23,26,133:18,197.94,72
23,26,18:17,124.84,69
23,26,17:37,53.88,68
23,26,37:2,89.30,50
23,26,133:130,83.00,14
23,26,130:20,35.00,13
23,26,20:87,30.31,13
23,26,87:37,77.46,13
23,27,137:133,88.33,21
23,27,133:18,124.31,13
23,27,18:17,84.54,13
23,27,17:37,106.70,10
23,27,37:14,132.38,16
23,27,14:112,7.13,16
23,27,112:89,65.43,14
23,27,89:90,15.50,12
23,27,90:40,81.10,10
23,27,17:16,7.67,3
23,27,16:36,3.00,3
23,27,36:24,28.67,3
23,27,24:32,2.67,3
23,27,32:65,3.33,3
23,27,65:67,0.67,3
23,27,67:69,1.00,3
23,27,69:68,1067.67,3
23,27,68:101,91.67,3
23,27,133:130,73.57,7
23,27,130:20,29.29,7
23,27,20:87,36.57,7
23,27,87:37,144.57,7
23,28,137:133,81.98,102
23,28,133:18,182.90,70
23,28,18:17,120.09,68
23,28,17:37,115.09,66
23,28,37:14,137.07,88
23,28,14:112,5.47,88
23,28,112:120,2.76,88
23,28,133:130,99.55,31
23,28,130:20,34.00,27
23,28,20:87,18.04,27
23,28,87:37,142.00,27
26,2,145:22,179.00,12
26,2,22:21,17.25,4
26,2,21:20,12.83,6
26,2,20:130,27.40,5
26,2,130:75,55.20,5
26,2,22:38,86.24,17
26,2,38:75,35.14,29
26,2,75:42,18.79,34
26,2,42:128,10.09,34
26,4,145:22,108.25,8
26,4,22:21,15.10,10
26,4,21:20,21.22,18
26,4,20:87,18.00,14
26,4,87:37,107.54,13
26,4,37:2,124.82,17
26,4,2:9,44.29,17
26,4,20:18,96.50,4
26,4,18:17,294.25,4
26,4,17:37,50.00,4
26,4,22:38,58.38,8
26,4,38:39,196.96,26
26,4,39:23,46.27,26
26,4,23:77,12.38,26
26,4,77:9,23.38,26
26,4,9:84,8.49,43
26,6,145:22,74.68,31
26,6,22:21,18.54,26
26,6,21:20,14.44,39
26,6,20:87,14.59,32
26,6,87:37,118.50,30
26,6,37:2,126.30,37
26,6,2:9,50.38,37
26,6,20:18,136.57,7
26,6,18:17,255.00,7
26,6,17:37,60.43,7
26,6,22:38,66.32,34
26,6,38:39,168.76,58
26,6,39:23,51.09,58
26,6,23:77,12.31,58
26,6,77:9,34.00,58
26,6,9:11,16.22,95
26,6,11:6,18.69,95
26,6,6:10,10.62,92
26,6,10:7,30.29,87
26,6,7:47,13.57,87
26,9,145:22,61.27,11
26,9,22:21,13.09,11
26,9,21:20,17.05,19
26,9,20:87,17.59,17
26,9,87:37,120.88,16
26,9,37:14,148.00,12
26,9,14:112,6.08,12
26,9,112:89,51.20,10
26,9,89:90,13.20,10
26,9,90:40,106.22,9
26,9,40:43,8.00,9
26,9,43:51,3.89,9
26,9,51:94,2.89,9
26,9,94:41,23.11,9
26,9,41:83,16.91,33
26,9,83:12,38.18,33
26,9,12:115,19.51,35
26,9,37:2,88.00,6
26,9,2:9,46.00,6
26,9,20:18,174.50,2
26,9,18:17,290.00,2
26,9,17:37,61.00,2
26,9,22:38,122.82,11
26,9,38:39,213.93,27
26,9,39:23,46.56,27
26,9,23:77,11.89,27
26,9,77:9,19.30,27
26,9,9:11,19.06,33
26,9,11:6,15.03,33
26,9,6:10,10.15,33
26,9,10:7,28.33,33
26,9,7:8,59.20,30
26,9,8:123,37.48,29
26,9,123:41,18.85,26
26,9,41:86,10.50,2
26,9,86:48,5.50,2
26,9,48:12,160.00,2
26,10,145:22,68.25,8
26,10,22:21,14.43,7
26,10,21:20,22.82,11
26,10,20:87,42.45,11
26,10,87:37,143.20,10
26,10,37:2,113.20,10
26,10,2:9,36.90,10
26,10,22:38,65.79,14
26,10,38:39,150.31,26
26,10,39:23,48.50,26
26,10,23:77,12.23,26
26,10,77:9,21.73,26
26,10,9:11,19.81,36
26,10,11:6,17.89,36
26,10,6:10,13.06,36
26,10,10:7,32.44,36
26,10,7:8,54.86,36
26,10,8:123,25.28,36
26,10,123:41,21.19,36
26,10,41:86,8.17,36
26,10,86:48,4.17,36
26,10,48:110,8.78,36
26,10,110:71,10.03,36
26,14,145:22,43.40,5
26,14,22:21,14.73,15
26,14,21:20,23.71,17
26,14,20:87,7.82,17
26,14,87:88,3.94,17
26,14,88:93,4.76,17
26,14,38:39,211.33,9
26,14,39:23,118.14,7
26,14,23:22,14.29,7
26,22,22:21,20.50,4
26,22,21:20,13.33,6
26,22,20:18,19.50,6
26,22,18:19,43.83,6
26,22,19:134,19.67,6
26,22,134:135,9.50,6
26,22,38:39,200.50,2
26,22,39:23,126.00,2
26,22,23:22,20.00,2
26,24,145:22,78.49,65
26,24,22:21,26.85,245
26,24,21:20,18.51,312
26,24,20:130,34.20,304
26,24,130:131,11.80,301
26,24,38:39,234.39,112
26,24,39:23,153.29,108
26,24,23:22,16.47,108
26,25,145:22,89.95,40
26,25,22:21,24.91,11
26,25,21:20,14.82,38
26,25,20:130,34.30,37
26,25,130:75,44.59,37
26,25,75:125,17.32,167
26,25,22:38,39.73,66
26,25,38:75,38.95,132
27,6,7:10,77.25,4
27,6,10:6,113.50,4
27,6,6:4,32.50,4
27,6,4:3,31.50,4
27,6,3:2,48.75,4
27,6,2:9,8.75,4
27,6,9:11,12.75,4
27,6,11:6,4.25,4
27,6,6:10,8.50,4
27,6,10:7,10.50,4
27,6,7:47,14.40,15
27,6,44:43,5.60,5
27,6,43:51,6.00,5
27,6,51:94,2.60,5
27,6,94:41,31.29,7
27,6,41:123,66.14,7
27,6,123:8,52.86,7
27,6,8:7,236.20,5
27,6,59:58,2.00,2
27,6,58:94,3.50,2
27,9,7:8,39.56,135
27,9,8:123,25.03,131
27,9,123:41,28.04,128
27,9,41:83,17.19,188
27,9,83:12,30.76,188
27,9,12:115,19.23,197
27,9,41:86,11.11,9
27,9,86:48,5.00,9
27,9,48:12,110.00,9
27,9,44:43,3.36,39
27,9,43:51,5.74,39
27,9,51:94,2.33,39
27,9,94:41,31.38,69
27,9,59:58,1.93,30
27,9,58:94,3.97,30
27,10,7:8,64.00,3
27,10,8:123,7.00,3
27,10,123:41,51.67,3
27,10,41:86,9.00,3
27,10,86:48,4.33,3
27,10,48:110,8.67,3
27,10,110:71,10.00,3
27,25,7:10,84.95,76
27,25,10:6,130.63,70
27,25,6:4,36.52,69
27,25,4:3,36.45,67
27,25,3:2,52.08,65
27,25,2:145,41.58,65
27,25,145:22,88.75,64
27,25,22:38,38.34,61
27,25,38:75,47.20,61
27,25,75:125,16.97,64
27,25,22:21,44.00,3
27,25,21:20,73.33,3
27,25,20:130,35.00,3
27,25,130:75,55.00,3
27,25,44:43,4.15,20
27,25,43:51,6.00,20
27,25,51:94,2.30,20
27,25,94:41,56.93,45
27,25,41:123,74.88,41
27,25,123:8,59.89,36
27,25,8:7,350.96,23
27,25,59:58,1.60,25
27,25,58:94,3.96,25
28,4,76:1,2.00,1
28,4,1:90,5.00,1
28,4,122:26,11.00,1
28,4,26:14,25.00,1
28,4,14:37,73.00,1
28,4,37:87,30.00,1
28,4,87:20,6.00,1
28,4,20:18,12.00,1
28,4,18:17,62.00,1
28,4,17:37,69.00,1
28,4,37:2,26.00,1
28,4,2:9,66.00,1
28,4,9:84,9.00,1
28,8,76:1,2.32,19
28,8,1:90,7.83,18
28,8,90:40,103.52,33
28,8,40:43,7.85,33
28,8,43:51,4.03,33
28,8,51:94,2.91,33
28,8,122:26,15.33,6
28,8,26:14,78.20,5
28,8,14:112,5.00,5
28,8,112:89,20.50,4
28,8,89:90,5.00,4
28,8,121:5,381.67,3
28,8,5:6,45.67,3
28,8,6:4,33.67,3
28,8,4:3,114.00,3
28,8,3:2,148.00,3
28,8,2:9,8.33,3
28,8,9:11,11.00,3
28,8,11:6,4.00,3
28,8,6:10,8.67,3
28,8,10:7,37.67,3
28,8,7:8,61.00,3
28,8,8:123,55.00,3
28,8,123:41,6.33,3
28,8,144:59,11.00,9
28,8,59:58,2.11,9
28,8,58:94,4.56,9
28,8,94:41,28.43,42
28,8,41:83,18.84,45
28,8,83:12,19.64,45
28,8,12:111,15.24,45
28,8,107:106,4.29,14
28,8,106:113,25.58,12
28,8,113:114,70.91,11
28,8,114:96,7.55,11
28,8,96:90,9.73,11
28,9,76:1,2.17,41
28,9,1:90,8.68,37
28,9,90:40,95.00,52
28,9,40:43,7.88,52
28,9,43:51,4.04,52
28,9,51:94,2.83,52
28,9,94:41,30.80,71
28,9,41:83,18.42,77
28,9,83:12,14.44,77
28,9,12:115,19.54,76
28,9,122:26,21.56,9
28,9,26:14,91.33,6
28,9,14:112,5.00,6
28,9,112:89,19.67,6
28,9,89:90,49.00,5
28,9,121:5,247.83,6
28,9,5:6,55.83,6
28,9,6:4,23.00,6
28,9,4:3,33.83,6
28,9,3:2,34.67,6
28,9,2:9,20.83,6
28,9,9:11,17.67,6
28,9,11:6,4.33,6
28,9,6:10,9.17,6
28,9,10:7,30.50,6
28,9,7:8,77.67,6
28,9,8:123,19.83,6
28,9,123:41,38.67,6
28,9,144:59,10.53,19
28,9,59:58,2.21,19
28,9,58:94,4.37,19
28,9,107:106,5.11,18
28,9,106:113,41.33,15
28,9,113:114,40.55,11
28,9,114:96,18.64,11
28,9,96:90,8.60,10
28,10,76:1,1.50,6
28,10,1:90,4.17,6
28,10,90:40,109.50,8
28,10,40:7,29.50,8
28,10,7:8,41.78,9
28,10,8:123,14.44,9
28,10,123:41,32.33,9
28,10,41:86,9.00,9
28,10,86:48,4.56,9
28,10,48:110,8.56,9
28,10,110:71,10.22,9
28,10,122:26,28.00,2
28,10,26:14,78.00,1
28,10,14:112,5.00,1
28,10,112:89,9.00,1
28,10,89:90,4.00,1
28,10,121:5,560.00,1
28,10,144:59,10.75,4
28,10,59:58,2.00,4
28,10,58:94,4.00,4
28,10,94:41,49.33,3
28,10,41:123,137.50,2
28,10,123:8,4.00,1
28,10,8:7,13.00,1
28,10,7:10,76.00,1
28,10,10:6,196.00,1
28,10,6:4,11.00,1
28,10,4:3,41.00,1
28,10,3:2,22.00,1
28,10,2:9,5.00,1
28,10,9:11,14.00,1
28,10,11:6,4.00,1
28,10,6:10,9.00,1
28,10,10:7,7.00,1
28,10,107:106,5.00,2
28,10,106:113,7.00,1
28,10,113:114,12.00,1
28,10,114:96,3.00,1
28,10,96:90,2.00,1
28,15,76:1,1.50,6
28,15,1:90,4.67,6
28,15,90:40,79.50,6
28,15,40:5,16.00,1
28,15,5:6,2.00,1
28,15,6:4,10.00,3
28,15,4:3,10.00,3
28,15,3:2,15.00,3
28,15,2:145,10.67,3
28,15,145:22,33.67,3
28,15,22:21,11.67,3
28,15,21:20,13.00,3
28,15,20:87,5.67,3
28,15,87:37,35.00,3
28,15,37:14,115.00,3
28,15,14:112,7.00,4
28,15,112:89,35.50,4
28,15,89:31,4.75,4
28,15,31:72,7.78,9
28,15,40:7,265.60,5
28,15,7:8,38.75,4
28,15,8:123,6.25,4
28,15,123:41,45.00,4
28,15,41:86,9.25,4
28,15,86:48,6.75,4
28,15,48:12,136.75,4
28,15,12:83,42.50,4
28,15,83:41,86.50,4
28,15,41:73,14.00,1
28,15,73:85,3.00,1
28,15,85:63,468.00,1
28,15,63:54,18.00,1
28,15,41:53,97.50,2
28,15,53:50,39.00,2
28,15,50:54,4.00,2
28,15,54:113,4.00,3
28,15,113:114,14.00,5
28,15,114:31,7.80,5
28,15,122:26,52.00,2
28,15,26:14,108.00,1
28,15,144:59,11.00,2
28,15,59:58,2.00,2
28,15,58:94,4.50,2
28,15,94:41,30.50,2
28,15,41:123,7.00,2
28,15,123:8,3.00,2
28,15,8:7,19.50,2
28,15,7:10,74.00,3
28,15,10:6,58.00,2
28,15,107:106,6.00,4
28,15,106:113,5.00,2
28,16,76:1,2.13,8
28,16,1:90,10.43,7
28,16,90:40,106.00,5
28,16,40:5,134.60,5
28,16,5:6,56.60,5
28,16,6:4,25.00,6
28,16,4:3,44.50,6
28,16,3:2,68.00,6
28,16,2:145,104.83,6
28,16,145:22,63.17,6
28,16,22:21,16.67,6
28,16,21:20,19.17,6
28,16,20:18,28.20,5
28,16,18:17,43.60,5
28,16,17:16,6.00,5
28,16,16:36,3.86,7
28,16,36:24,30.86,7
28,16,24:32,15.00,7
28,16,32:65,3.75,8
28,16,65:70,19.38,8
28,16,122:26,8.00,2
28,16,26:14,131.00,2
28,16,14:15,7.00,2
28,16,15:16,4.50,2
28,16,144:59,11.75,4
28,16,59:58,2.25,4
28,16,58:94,3.75,4
28,16,94:41,62.50,4
28,16,41:123,231.00,2
28,16,123:8,9.00,1
28,16,8:7,164.00,1
28,16,7:10,214.00,1
28,16,10:6,121.00,1
28,16,107:106,7.00,2
28,16,106:113,21.00,2
28,16,113:114,11.00,1
28,16,114:31,3.00,1
28,16,31:32,32.00,1
28,22,76:1,3.00,3
28,22,1:90,25.33,3
28,22,90:40,63.00,1
28,22,40:5,119.00,1
28,22,5:6,102.00,1
28,22,6:4,11.00,1
28,22,4:3,13.00,1
28,22,3:2,46.00,1
28,22,2:145,131.00,1
28,22,145:22,77.00,1
28,22,22:21,17.00,1
28,22,21:20,29.00,1
28,22,122:26,22.00,1
28,22,26:14,26.00,1
28,22,14:37,73.00,1
28,22,37:87,47.00,1
28,22,87:20,80.00,1
28,22,20:18,26.00,2
28,22,18:19,41.50,2
28,22,19:134,18.50,2
28,22,134:135,9.50,2
28,22,107:106,8.00,1
28,22,106:113,178.00,1
28,24,76:1,1.38,8
28,24,1:90,6.38,8
28,24,90:40,118.33,12
28,24,40:5,119.00,8
28,24,5:6,52.22,9
28,24,6:4,19.15,13
28,24,4:3,45.23,13
28,24,3:2,56.69,13
28,24,2:145,41.92,13
28,24,145:22,73.62,13
28,24,22:21,20.77,13
28,24,21:20,36.08,13
28,24,20:130,30.43,14
28,24,130:131,11.46,13
28,24,40:7,874.33,3
28,24,7:10,158.17,6
28,24,10:6,64.75,4
28,24,122:26,43.00,1
28,24,26:14,25.00,1
28,24,14:37,81.00,1
28,24,37:87,26.00,1
28,24,87:20,8.00,1
28,24,121:5,555.67,3
28,24,144:59,10.70,10
28,24,59:58,2.10,10
28,24,58:94,4.50,10
28,24,94:41,63.75,8
28,24,41:123,117.71,7
28,24,123:8,71.17,6
28,24,8:7,194.60,5
28,24,107:106,4.00,6
28,24,106:113,44.83,6
28,24,113:114,41.17,6
28,24,114:96,4.40,5
28,24,96:90,8.60,5
28,25,76:1,2.38,8
28,25,1:90,5.75,8
28,25,90:40,116.71,7
28,25,40:5,92.67,6
28,25,40:7,321.00,1
28,25,7:10,307.50,2
28,25,10:6,100.00,1
28,25,122:26,13.33,3
28,25,26:14,65.33,3
28,25,14:37,55.00,3
28,25,37:87,23.33,3
28,25,87:20,4.50,2
28,25,20:130,30.50,4
28,25,130:75,43.50,4
28,25,75:125,17.09,11
28,25,121:5,95.33,3
28,25,5:6,62.78,9
28,25,6:4,19.90,10
28,25,4:3,41.50,10
28,25,3:2,84.50,10
28,25,2:145,133.10,10
28,25,145:22,113.33,9
28,25,22:38,35.29,7
28,25,38:75,56.14,7
28,25,22:21,41.50,2
28,25,21:20,5.00,2
28,25,144:59,12.00,3
28,25,59:58,2.00,3
28,25,58:94,4.67,3
28,25,94:41,70.33,3
28,25,41:123,148.00,3
28,25,123:8,275.00,2
28,25,8:7,645.00,1
28,25,107:106,4.50,2
28,25,106:113,11.50,2
28,25,113:114,11.00,1
28,25,114:96,3.00,1
28,25,96:90,2.00,1
28,26,76:1,1.67,3
28,26,1:90,10.33,3
28,26,121:5,15.00,1
28,26,144:59,11.00,1
28,26,59:58,2.00,1
28,26,58:94,4.00,1
28,26,94:41,12.00,1
28,26,41:123,7.00,1
28,26,123:8,3.00,1
28,26,8:7,14.00,1
28,26,7:10,61.00,1
28,26,10:6,106.00,1
28,26,107:106,3.00,1
28,26,106:113,5.00,1
28,26,113:114,11.00,1
28,26,114:96,2.00,1
28,26,96:90,3.00,1
28,26,90:40,79.67,3
28,26,40:5,20.50,2
28,26,5:6,43.00,3
28,26,6:4,25.50,4
28,26,4:3,8.00,4
28,26,3:2,21.75,4
28,26,40:7,1298.00,1
